"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Crm Cd","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","LOCATION","LAT","LON"
"230916964","12/1/2023 0:00","10/3/2023 0:00","1635","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","H","5000    COLDWATER CANYON             AV","34.1613","-118.4138"
"231614579","12/1/2023 0:00","9/11/2023 0:00","1100","16","Foothill","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","X","X","12100    FOOTHILL                     BL","34.2798","-118.3997"
"231116327","12/1/2023 0:00","12/1/2023 0:00","640","11","Northeast","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","","","4600    COLORADO                     BL","34.1412","-118.2731"
"231718642","12/1/2023 0:00","11/21/2023 0:00","2101","17","Devonshire","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","11100    BALBOA                       BL","34.2757","-118.5144"
"230916930","12/1/2023 0:00","11/30/2023 0:00","1700","9","Van Nuys","510","VEHICLE - STOLEN","0","","","14700    VICTORY                      BL","34.1867","-118.4531"
"231421133","12/1/2023 0:00","12/1/2023 0:00","1630","14","Pacific","761","BRANDISH WEAPON","45","F","H","8800    READING                      AV","33.9579","-118.3819"
"232018626","12/1/2023 0:00","12/1/2023 0:00","2300","20","Olympic","624","BATTERY - SIMPLE ASSAULT","31","M","H","3700    WILSHIRE                     BL","34.0636","-118.3047"
"231820205","12/1/2023 0:00","12/1/2023 0:00","2000","18","Southeast","624","BATTERY - SIMPLE ASSAULT","34","X","X","10700 S  VERMONT                      AV","33.9391","-118.2916"
"232117180","12/1/2023 0:00","11/30/2023 0:00","319","21","Topanga","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","47","F","H","7500    WINNETKA                     AV","34.2059","-118.571"
"231917321","12/1/2023 0:00","11/28/2023 0:00","1838","19","Mission","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","7800    VAN NUYS                     BL","34.2153","-118.4409"
"231820192","12/1/2023 0:00","12/1/2023 0:00","2100","18","Southeast","822","HUMAN TRAFFICKING - COMMERCIAL SEX ACTS","16","F","B","97TH                         ST","33.9483","-118.2827"
"231321405","12/1/2023 0:00","11/1/2023 0:00","1200","13","Newton","624","BATTERY - SIMPLE ASSAULT","10","M","B","1200 E  52ND                         ST","33.996","-118.2541"
"231518369","12/1/2023 0:00","11/27/2023 0:00","235","15","N Hollywood","330","BURGLARY FROM VEHICLE","29","M","W","11500    CUMPSTON                     ST","34.1697","-118.3822"
"231820203","12/1/2023 0:00","12/1/2023 0:00","1200","18","Southeast","624","BATTERY - SIMPLE ASSAULT","79","M","B","2300    SANTA ANA                    BL","33.9347","-118.2319"
"230916957","12/1/2023 0:00","11/15/2023 0:00","1400","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","M","W","14300    VENTURA                      BL","34.1502","-118.4443"
"231518334","12/1/2023 0:00","11/30/2023 0:00","1930","15","N Hollywood","510","VEHICLE - STOLEN","0","","","10800    MAGNOLIA                     BL","34.1649","-118.3659"
"231421139","12/1/2023 0:00","11/30/2023 0:00","2000","14","Pacific","330","BURGLARY FROM VEHICLE","33","M","B","5700 W  CENTINELA                    AV","33.9764","-118.381"
"231820202","12/1/2023 0:00","12/1/2023 0:00","1520","18","Southeast","624","BATTERY - SIMPLE ASSAULT","13","M","B","111TH                        ST","33.9398","-118.2611"
"231224078","12/1/2023 0:00","11/29/2023 0:00","2000","12","77th Street","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","900 E  84TH                         ST","33.9629","-118.2586"
"231518381","12/1/2023 0:00","11/30/2023 0:00","1645","15","N Hollywood","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","24","M","H","11200    BURBANK                      BL","34.1722","-118.375"
"232018582","12/1/2023 0:00","7/14/2023 0:00","1300","20","Olympic","354","THEFT OF IDENTITY","0","X","X","3700    WILSHIRE                     BL","34.0636","-118.3047"
"231421197","12/1/2023 0:00","11/27/2023 0:00","745","14","Pacific","330","BURGLARY FROM VEHICLE","59","M","W","300    WORLD                        WY","33.9455","-118.4001"
"231016642","12/1/2023 0:00","12/1/2023 0:00","1","10","West Valley","510","VEHICLE - STOLEN","0","","","7300    WISH                         AV","34.2035","-118.5068"
"231614577","12/1/2023 0:00","10/6/2023 0:00","1000","16","Foothill","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0","X","X","10700    SUTTER                       AV","34.2644","-118.4189"
"231518386","12/1/2023 0:00","12/1/2023 0:00","1345","15","N Hollywood","624","BATTERY - SIMPLE ASSAULT","63","F","W","6600    LAUREL CANYON                BL","34.2003","-118.4002"
"231016782","12/1/2023 0:00","12/1/2023 0:00","640","10","West Valley","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","F","H","16100    VANOWEN                      ST","34.1976","-118.4799"
"231614573","12/1/2023 0:00","9/26/2023 0:00","1450","16","Foothill","440","THEFT PLAIN - PETTY ($950 & UNDER)","63","F","W","7900    SHADYGLADE                   AV","34.2141","-118.402"
"230916962","12/1/2023 0:00","9/30/2023 0:00","1523","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","27","M","H","6700    VAN NUYS                     BL","34.1924","-118.4487"
"231501177","12/1/2023 0:00","12/1/2023 0:00","355","15","N Hollywood","220","ATTEMPTED ROBBERY","41","M","B","5000    VINELAND                     AV","34.1613","-118.3703"
"231518342","12/1/2023 0:00","12/1/2023 0:00","930","15","N Hollywood","510","VEHICLE - STOLEN","0","","","6300    MORELLA                      AV","34.1849","-118.39"
"231421606","12/1/2023 0:00","11/1/2023 0:00","1000","14","Pacific","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","F","W","12400    CULVER                       BL","33.991","-118.4209"
"231421497","12/1/2023 0:00","12/1/2023 0:00","1700","14","Pacific","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","37","F","O","12700 W  JEFFERSON                    BL","33.977","-118.4188"
"231614586","12/1/2023 0:00","11/30/2023 0:00","2100","16","Foothill","520","VEHICLE - ATTEMPT STOLEN","70","M","H","11000    LORNE                        ST","34.2175","-118.3703"
"231518357","12/1/2023 0:00","11/17/2023 0:00","1330","15","N Hollywood","440","THEFT PLAIN - PETTY ($950 & UNDER)","31","M","A","7000    COLDWATER CANYON             AV","34.1978","-118.4138"
"231224123","12/1/2023 0:00","12/1/2023 0:00","930","12","77th Street","235","CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT","0","F","B","1200 W  85TH                         ST","33.961","-118.2959"
"231321406","12/1/2023 0:00","12/1/2023 0:00","1400","13","Newton","624","BATTERY - SIMPLE ASSAULT","12","F","H","1600 E  27TH                         ST","34.0129","-118.2454"
"231614563","12/1/2023 0:00","9/6/2023 0:00","1719","16","Foothill","440","THEFT PLAIN - PETTY ($950 & UNDER)","75","F","C","10600    KURT                         ST","34.2782","-118.3611"
"231614574","12/1/2023 0:00","10/7/2023 0:00","900","16","Foothill","330","BURGLARY FROM VEHICLE","42","M","W","8200    SUNLAND                      BL","34.2194","-118.3688"
"231718562","12/1/2023 0:00","12/1/2023 0:00","1600","17","Devonshire","761","BRANDISH WEAPON","0","M","X","11100    SAN FERNANDO                 ST","34.2761","-118.4906"
"231820166","12/1/2023 0:00","12/1/2023 0:00","200","18","Southeast","626","INTIMATE PARTNER - SIMPLE ASSAULT","32","F","H","11200 S  FIGUEROA                     ST","33.9329","-118.2826"
"231224115","12/1/2023 0:00","11/30/2023 0:00","2230","12","77th Street","350","THEFT, PERSON","72","M","B","5700 S  VERMONT                      AV","33.9921","-118.298"
"231016614","12/1/2023 0:00","11/30/2023 0:00","2046","10","West Valley","310","BURGLARY","44","M","O","18500    VENTURA                      BL","34.1688","-118.5361"
"232018653","12/1/2023 0:00","12/1/2023 0:00","830","20","Olympic","624","BATTERY - SIMPLE ASSAULT","22","F","H","8TH                          ST","34.0581","-118.3143"
"230916967","12/1/2023 0:00","9/26/2023 0:00","1419","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","42","F","W","14700    MAGNOLIA                     BL","34.1649","-118.4531"
"232018596","12/1/2023 0:00","12/1/2023 0:00","1030","20","Olympic","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","28","M","H","3400 W  1ST                          ST","34.0735","-118.2868"
"231224090","12/1/2023 0:00","12/1/2023 0:00","800","12","77th Street","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","66","F","H","4900 S  BUDLONG                      AV","33.9987","-118.2959"
"231321455","12/1/2023 0:00","11/30/2023 0:00","1640","13","Newton","310","BURGLARY","0","M","W","600 E  12TH                         ST","34.0344","-118.2544"
"231917293","12/1/2023 0:00","12/1/2023 0:00","420","19","Mission","210","ROBBERY","33","F","B","8200 N  SEPULVEDA                    BL","34.2198","-118.4671"
"231016946","12/1/2023 0:00","8/31/2023 0:00","900","10","West Valley","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0","F","H","17100    VANOWEN                      ST","34.1939","-118.5055"
"231518333","12/1/2023 0:00","12/1/2023 0:00","515","15","N Hollywood","210","ROBBERY","40","M","W","VINELAND                     AV","34.162","-118.3704"
"230916943","12/1/2023 0:00","11/29/2023 0:00","740","9","Van Nuys","762","LEWD CONDUCT","35","F","W","14400    EMELITA                      ST","34.1766","-118.4465"
"231820283","12/1/2023 0:00","12/1/2023 0:00","608","18","Southeast","354","THEFT OF IDENTITY","37","F","H","9000    MENLO                        AV","33.9551","-118.2904"
"232117205","12/1/2023 0:00","11/29/2023 0:00","145","21","Topanga","626","INTIMATE PARTNER - SIMPLE ASSAULT","36","F","H","23000    SATICOY                      ST","34.2083","-118.6278"
"230916968","12/1/2023 0:00","10/6/2023 0:00","925","9","Van Nuys","330","BURGLARY FROM VEHICLE","36","F","H","14500    HARTLAND                     ST","34.1951","-118.4487"
"231820201","12/1/2023 0:00","12/1/2023 0:00","1600","18","Southeast","626","INTIMATE PARTNER - SIMPLE ASSAULT","29","F","B","2000 E  IMPERIAL                     HY","33.9294","-118.236"
"231820180","12/1/2023 0:00","11/30/2023 0:00","1830","18","Southeast","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","97TH                         ST","33.9483","-118.2674"
"230618509","12/1/2023 0:00","12/1/2023 0:00","130","6","Hollywood","220","ATTEMPTED ROBBERY","67","M","H","DE LONGPRE","34.0962","-118.3288"
"232117238","12/1/2023 0:00","11/30/2023 0:00","1240","21","Topanga","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","49","F","W","23000    VENTURA                      BL","34.1649","-118.6269"
"231718579","12/1/2023 0:00","12/1/2023 0:00","730","17","Devonshire","662","BUNCO, GRAND THEFT","68","F","W","19500    BLACKHAWK                    ST","34.2578","-118.559"
"231224073","12/1/2023 0:00","11/28/2023 0:00","1024","12","77th Street","648","ARSON","41","F","H","1400 W  49TH                         PL","33.9991","-118.3002"
"231718651","12/1/2023 0:00","11/13/2023 0:00","1912","17","Devonshire","343","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0","X","X","10100    MASON                        AV","34.2536","-118.5798"
"231016644","12/1/2023 0:00","11/27/2023 0:00","2030","10","West Valley","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","VICTORY","34.1866","-118.4836"
"231820206","12/1/2023 0:00","12/1/2023 0:00","2000","18","Southeast","624","BATTERY - SIMPLE ASSAULT","56","M","H","10700 S  VERMONT                      AV","33.9391","-118.2916"
"232018583","12/1/2023 0:00","7/23/2023 0:00","1300","20","Olympic","354","THEFT OF IDENTITY","0","X","X","800 S  BERENDO                      ST","34.0577","-118.2941"
"231820194","12/1/2023 0:00","12/1/2023 0:00","1420","18","Southeast","822","HUMAN TRAFFICKING - COMMERCIAL SEX ACTS","14","F","B","COLDEN                       AV","33.9492","-118.2827"
"231116326","12/1/2023 0:00","11/30/2023 0:00","1800","11","Northeast","510","VEHICLE - STOLEN","0","","","200 E  AVENUE 38","34.0897","-118.2105"
"231718636","12/1/2023 0:00","12/1/2023 0:00","900","17","Devonshire","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","37","M","W","10000    OLD DEPOT PLAZA              RD","34.25","-118.599"
"231518380","12/1/2023 0:00","11/29/2023 0:00","1355","15","N Hollywood","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","M","H","7100    VINELAND                     AV","34.2027","-118.3745"
"230916959","12/1/2023 0:00","11/28/2023 0:00","1654","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","32","M","W","14500    SHERMAN                      CR","34.1976","-118.4574"
"231614559","12/1/2023 0:00","11/29/2023 0:00","1400","16","Foothill","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","43","F","H","11000    ORO VISTA                    AV","34.2724","-118.3243"
"231518385","12/1/2023 0:00","12/1/2023 0:00","900","15","N Hollywood","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","M","W","5100    LANKERSHIM                   BL","34.163","-118.3735"
"231917319","12/1/2023 0:00","12/1/2023 0:00","1200","19","Mission","624","BATTERY - SIMPLE ASSAULT","35","F","O","12800    CANTARA                      ST","34.2246","-118.4153"
"231224329","12/1/2023 0:00","11/30/2023 0:00","2335","12","77th Street","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","22","M","H","3600 W  59TH                         ST","33.9872","-118.3352"
"231321414","12/1/2023 0:00","12/1/2023 0:00","2021","13","Newton","354","THEFT OF IDENTITY","42","F","H","600 E  28TH                         ST","34.0208","-118.2643"
"231321444","12/1/2023 0:00","11/15/2023 0:00","1745","13","Newton","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","","","1900 S  FIGUEROA                     ST","34.0344","-118.272"
"231116351","12/1/2023 0:00","12/1/2023 0:00","1100","11","Northeast","626","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","W","3900    VESELICH                     AV","34.1255","-118.2702"
"231421086","12/1/2023 0:00","12/1/2023 0:00","245","14","Pacific","510","VEHICLE - STOLEN","0","","","9600    EXPOSITION                   BL","34.0286","-118.3981"
"232117185","12/1/2023 0:00","12/1/2023 0:00","2130","21","Topanga","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","20","M","H","7400    JUMILLA                      AV","34.2047","-118.5634"
"230916958","12/1/2023 0:00","11/25/2023 0:00","1500","9","Van Nuys","440","THEFT PLAIN - PETTY ($950 & UNDER)","36","F","W","12900    RIVERSIDE                    DR","34.1576","-118.4138"
"231614590","12/1/2023 0:00","11/30/2023 0:00","1000","16","Foothill","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","X","X","12400    WICKS                        ST","34.2273","-118.403"
"231224166","12/1/2023 0:00","12/1/2023 0:00","500","12","77th Street","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","24","F","H","1400 W  50TH                         ST","33.9982","-118.3002"
"230916952","12/1/2023 0:00","12/1/2023 0:00","1020","9","Van Nuys","888","TRESPASSING","52","M","W","13600    WYANDOTTE                    ST","34.2031","-118.4291"
"231421186","12/1/2023 0:00","11/25/2023 0:00","1158","14","Pacific","440","THEFT PLAIN - PETTY ($950 & UNDER)","34","F","F","5700 W  CENTINELA                    AV","33.9764","-118.381"
"231718637","12/1/2023 0:00","12/1/2023 0:00","1520","17","Devonshire","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","33","M","H","8800    TAMPA                        AV","34.2299","-118.5535"
"232117255","12/1/2023 0:00","11/30/2023 0:00","1730","21","Topanga","330","BURGLARY FROM VEHICLE","21","F","O","6400    CANOGA                       AV","34.1867","-118.5974"
"232018611","12/1/2023 0:00","11/30/2023 0:00","1800","20","Olympic","330","BURGLARY FROM VEHICLE","40","F","O","5100    MAPLEWOOD                    AV","34.0803","-118.3135"
"231224094","12/1/2023 0:00","12/1/2023 0:00","510","12","77th Street","251","SHOTS FIRED AT INHABITED DWELLING","64","F","H","4900 S  NORMANDIE                    AV","33.9988","-118.3002"
"231518340","12/1/2023 0:00","11/30/2023 0:00","1720","15","N Hollywood","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","M","H","COHASSET","34.2066","-118.3703"
"231614592","12/1/2023 0:00","12/1/2023 0:00","1530","16","Foothill","903","CONTEMPT OF COURT","31","F","H","11000    HERRICK                      AV","34.2698","-118.4133"
"231224124","12/1/2023 0:00","12/1/2023 0:00","2050","12","77th Street","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","36","F","B","700 W  81ST                         ST","33.9655","-118.286"
"231421312","12/1/2023 0:00","11/7/2023 0:00","800","14","Pacific","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","","","8700    BELLANCA                     AV","33.9586","-118.3805"
"232018659","12/1/2023 0:00","12/1/2023 0:00","915","20","Olympic","440","THEFT PLAIN - PETTY ($950 & UNDER)","71","M","O","1000 S  VERMONT                      AV","34.0509","-118.2937"
"231518368","12/1/2023 0:00","11/22/2023 0:00","1100","15","N Hollywood","330","BURGLARY FROM VEHICLE","21","M","H","3600    BERRY                        DR","34.1353","-118.3803"
"232018627","12/1/2023 0:00","12/1/2023 0:00","2300","20","Olympic","624","BATTERY - SIMPLE ASSAULT","43","M","H","3700    WILSHIRE                     BL","34.0636","-118.3047"
"231518360","12/1/2023 0:00","11/29/2023 0:00","1600","15","N Hollywood","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","27","F","W","5100    LANKERSHIM                   BL","34.163","-118.3735"
"231718576","12/1/2023 0:00","12/1/2023 0:00","2200","17","Devonshire","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","41","F","W","21600    DEVONSHIRE                   ST","34.2607","-118.6025"
"231016683","12/1/2023 0:00","12/1/2023 0:00","1430","10","West Valley","624","BATTERY - SIMPLE ASSAULT","52","M","W","MARBRO                       DR","34.1532","-118.4983"
"231016643","12/1/2023 0:00","11/30/2023 0:00","2100","10","West Valley","510","VEHICLE - STOLEN","0","","","19200    SATICOY                      ST","34.2084","-118.5513"
"231518341","12/1/2023 0:00","11/29/2023 0:00","2040","15","N Hollywood","310","BURGLARY","42","F","H","5200    VINELAND                     AV","34.1649","-118.3703"
"231614562","12/1/2023 0:00","10/3/2023 0:00","1340","16","Foothill","354","THEFT OF IDENTITY","47","M","O","10400    CANTARA                      ST","34.219","-118.3575"
"231518348","12/1/2023 0:00","11/30/2023 0:00","1530","15","N Hollywood","210","ROBBERY","0","X","X","12100    VICTORY                      BL","34.1867","-118.3965"
"231820284","12/1/2023 0:00","12/1/2023 0:00","1201","18","Southeast","354","THEFT OF IDENTITY","46","F","H","2100 E  115TH                        ST","33.9305","-118.2349"
"230916945","12/1/2023 0:00","11/23/2023 0:00","1900","9","Van Nuys","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","14500    VICTORY                      BL","34.1903","-118.4574"
"231518354","12/1/2023 0:00","11/22/2023 0:00","1842","15","N Hollywood","440","THEFT PLAIN - PETTY ($950 & UNDER)","50","F","O","11600    WOODBRIDGE                   ST","34.1486","-118.3856"
"231421114","12/1/2023 0:00","11/26/2023 0:00","2130","14","Pacific","330","BURGLARY FROM VEHICLE","44","M","B","6100 W  MANCHESTER                   AV","33.9598","-118.3915"
"232117168","12/1/2023 0:00","11/29/2023 0:00","1340","21","Topanga","443","SHOPLIFTING - ATTEMPT","0","M","W","6600    FALLBROOK                    AV","34.1883","-118.6274"
"231116346","12/1/2023 0:00","12/1/2023 0:00","300","11","Northeast","510","VEHICLE - STOLEN","0","","","700    DANFORTH                     DR","34.1059","-118.2153"
"231820168","12/1/2023 0:00","12/1/2023 0:00","505","18","Southeast","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","40","F","B","200 E  110TH                        ST","33.9357","-118.2715"
"231820208","12/1/2023 0:00","12/1/2023 0:00","1730","18","Southeast","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","56","F","B","900 E  103RD                        ST","33.9433","-118.2584"
"231421184","12/1/2023 0:00","11/24/2023 0:00","1647","14","Pacific","440","THEFT PLAIN - PETTY ($950 & UNDER)","31","M","Z","1000    DOREEN                       PL","34.0003","-118.4606"
"232117162","12/1/2023 0:00","12/1/2023 0:00","1115","21","Topanga","330","BURGLARY FROM VEHICLE","65","F","O","21300    OXNARD                       ST","34.1792","-118.5959"
"230516411","12/1/2023 0:00","12/1/2023 0:00","900","5","Harbor","510","VEHICLE - STOLEN","0","","","700 N  BANNING                      BL","33.7799","-118.2573"
"230916963","12/1/2023 0:00","9/4/2023 0:00","900","9","Van Nuys","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","54","M","W","5500    ETHEL                        AV","34.1703","-118.4182"
"232117173","12/1/2023 0:00","12/1/2023 0:00","1100","21","Topanga","901","VIOLATION OF RESTRAINING ORDER","60","M","H","20300    HART                         ST","34.1974","-118.5753"
"231614566","12/1/2023 0:00","10/5/2023 0:00","815","16","Foothill","354","THEFT OF IDENTITY","30","F","W","12600    VAN NUYS                     BL","34.2816","-118.4073"
"232117233","12/1/2023 0:00","11/23/2023 0:00","1245","21","Topanga","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","67","F","H","22900    VICTORY                      BL","34.1865","-118.6258"
"231614569","12/1/2023 0:00","10/7/2023 0:00","1215","16","Foothill","354","THEFT OF IDENTITY","36","M","H","9000    ILEX                         AV","34.2322","-118.389"
"232018782","12/1/2023 0:00","11/26/2023 0:00","1600","20","Olympic","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","34","M","O","700 S  ST ANDREWS                   PL","34.0597","-118.3112"
"231321442","12/1/2023 0:00","11/30/2023 0:00","1500","13","Newton","440","THEFT PLAIN - PETTY ($950 & UNDER)","73","M","W","1000 E  7TH                          ST","34.0385","-118.2437"
"230916947","12/1/2023 0:00","11/28/2023 0:00","1600","9","Van Nuys","310","BURGLARY","0","M","H","13600    KITTRIDGE                    ST","34.1951","-118.4275"
"231421137","12/1/2023 0:00","11/13/2023 0:00","1900","14","Pacific","310","BURGLARY","73","M","W","8100    MANITOBA                     ST","33.9562","-118.4356"
"231321376","12/1/2023 0:00","11/30/2023 0:00","2043","13","Newton","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","29","M","V","3700 S  HILL                         ST","34.0163","-118.2771"
"231614581","12/1/2023 0:00","10/3/2023 0:00","2145","16","Foothill","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","38","M","W","9600    LA CANADA                    WY","34.2613","-118.3409"
"231820189","12/1/2023 0:00","12/1/2023 0:00","1030","18","Southeast","626","INTIMATE PARTNER - SIMPLE ASSAULT","31","F","B","IMPERIAL","33.931","-118.2826"
"231016947","12/1/2023 0:00","8/31/2023 0:00","900","10","West Valley","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0","F","H","17100    VANOWEN                      ST","34.1939","-118.5055"
"232018641","12/1/2023 0:00","12/1/2023 0:00","1300","20","Olympic","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","M","O","2000    ARLINGTON                    AV","34.0386","-118.3177"
"231518356","12/1/2023 0:00","11/18/2023 0:00","600","15","N Hollywood","440","THEFT PLAIN - PETTY ($950 & UNDER)","23","M","A","12400    RIVERSIDE                    DR","34.1576","-118.4031"
"230916950","12/1/2023 0:00","11/30/2023 0:00","1346","9","Van Nuys","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","19","M","H","7900 N  SEPULVEDA                    BL","34.2141","-118.4662"
"231820197","12/1/2023 0:00","12/1/2023 0:00","1920","18","Southeast","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","34","F","B","9400    FIRTH                        BL","33.9508","-118.2476"
"231321394","12/1/2023 0:00","11/30/2023 0:00","2100","13","Newton","330","BURGLARY FROM VEHICLE","42","M","H","1400    SAN JULIAN                   ST","34.0322","-118.2557"
"231820165","12/1/2023 0:00","12/1/2023 0:00","530","18","Southeast","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","57","M","H","11000    STANFORD                     AV","33.9357","-118.263"
"232018640","12/1/2023 0:00","11/27/2023 0:00","2000","20","Olympic","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","45","F","A","300 S  WESTERN                      AV","34.069","-118.3091"
"231016648","12/1/2023 0:00","11/30/2023 0:00","1120","10","West Valley","624","BATTERY - SIMPLE ASSAULT","27","F","H","6100    WHITE OAK                    AV","34.1804","-118.5185"
"231421628","12/1/2023 0:00","12/1/2023 0:00","430","14","Pacific","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","36","M","H","11800    CULVER                       BL","33.9972","-118.4159"
"231421128","12/1/2023 0:00","12/1/2023 0:00","2050","14","Pacific","210","ROBBERY","0","F","X","4200    MCLAUGHLIN                   AV","34.0015","-118.419"
"231016717","12/1/2023 0:00","11/30/2023 0:00","1828","10","West Valley","310","BURGLARY","43","M","O","5200    NESTLE                       AV","34.1654","-118.5299"
"231917317","12/1/2023 0:00","12/1/2023 0:00","2115","19","Mission","626","INTIMATE PARTNER - SIMPLE ASSAULT","48","F","H","15100    PARTHENIA                    ST","34.2282","-118.4611"
"231820198","12/1/2023 0:00","12/1/2023 0:00","2245","18","Southeast","622","BATTERY ON A FIREFIGHTER","32","M","H","9100 S  FIGUEROA                     ST","33.9542","-118.2827"
"230916955","12/1/2023 0:00","11/22/2023 0:00","1700","9","Van Nuys","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","50","M","H","7500    TYRONE                       AV","34.2072","-118.4444"
"231820193","12/1/2023 0:00","12/1/2023 0:00","2050","18","Southeast","210","ROBBERY","17","M","H","112TH                        ST","33.9331","-118.2532"
"232117183","12/1/2023 0:00","11/30/2023 0:00","2000","21","Topanga","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","43","M","H","21500    COHASSET                     ST","34.2065","-118.599"
"231518365","12/1/2023 0:00","9/27/2023 0:00","2030","15","N Hollywood","330","BURGLARY FROM VEHICLE","32","F","O","11100    OTSEGO                       ST","34.163","-118.3726"
"232117179","12/1/2023 0:00","12/1/2023 0:00","800","21","Topanga","330","BURGLARY FROM VEHICLE","64","M","W","6400    CANOGA                       AV","34.1865","-118.5975"
"231001082","12/1/2023 0:00","11/23/2023 0:00","1","10","West Valley","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","F","H","6400    GEYSER                       AV","34.1875","-118.5422"
"231421211","12/1/2023 0:00","11/11/2023 0:00","1800","14","Pacific","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","36","M","W","500    WORLD                        WY","33.9427","-118.4049"
"230916942","12/1/2023 0:00","11/1/2023 0:00","800","9","Van Nuys","310","BURGLARY","52","M","W","13800    MOORPARK                     ST","34.1504","-118.4337"
"230916944","12/1/2023 0:00","11/26/2023 0:00","1600","9","Van Nuys","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","7800 N  SEPULVEDA                    BL","34.2085","-118.4698"
