"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Crm Cd","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","LOCATION","LAT","LON"
"230321039","12/10/2023 0:00","12/9/2023 0:00","2000","3","Southwest","510","VEHICLE - STOLEN","0","","","1300    ROLAND CURTIS                PL","34.0145","-118.3045"
"230126025","12/10/2023 0:00","12/9/2023 0:00","5","1","Central","330","BURGLARY FROM VEHICLE","21","F","W","600 N  SPRING                       ST","34.0582","-118.2387"
"230718260","12/10/2023 0:00","12/3/2023 0:00","1224","7","Wilshire","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","400 S  LA BREA                      AV","34.0669","-118.3456"
"230321037","12/10/2023 0:00","12/9/2023 0:00","1800","3","Southwest","510","VEHICLE - STOLEN","0","","","5500    BLACKWELDER                  ST","34.0287","-118.3641"
"230126032","12/10/2023 0:00","12/10/2023 0:00","1515","1","Central","343","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0","X","X","800 S  BROADWAY","34.0437","-118.2547"
"230618816","12/10/2023 0:00","11/30/2023 0:00","2130","6","Hollywood","510","VEHICLE - STOLEN","0","","","1600    VINE                         ST","34.0998","-118.3267"
"230126039","12/10/2023 0:00","12/8/2023 0:00","2330","1","Central","121","RAPE, FORCIBLE","41","F","O","900 S  HILL                         ST","34.042","-118.2625"
"230301092","12/10/2023 0:00","12/10/2023 0:00","1915","3","Southwest","902","VIOLATION OF TEMPORARY RESTRAINING ORDER","38","F","H","42ND                         PL","34.0062","-118.2827"
"230718278","12/10/2023 0:00","12/10/2023 0:00","1453","7","Wilshire","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","100    THE GROVE                    DR","34.0736","-118.3563"
"230415217","12/10/2023 0:00","12/10/2023 0:00","630","4","Hollenbeck","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","57","M","H","400 S  MOTT                         ST","34.0389","-118.208"
"230125989","12/10/2023 0:00","12/9/2023 0:00","2300","1","Central","210","ROBBERY","28","M","B","400 E  7TH                          ST","34.0421","-118.2469"
"230222417","12/10/2023 0:00","12/10/2023 0:00","1445","2","Rampart","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","76","M","H","600 S  ALVARADO                     ST","34.0595","-118.2749"
"230126033","12/10/2023 0:00","12/9/2023 0:00","2300","1","Central","330","BURGLARY FROM VEHICLE","24","M","H","800 S  OLIVE                        ST","34.0452","-118.2569"
"230718271","12/10/2023 0:00","12/8/2023 0:00","2100","7","Wilshire","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","68","F","W","500 N  CURSON                       AV","34.0802","-118.3553"
"230516734","12/10/2023 0:00","12/2/2023 0:00","1800","5","Harbor","440","THEFT PLAIN - PETTY ($950 & UNDER)","69","M","W","1300 S  TROTWOOD                     AV","33.7321","-118.3147"
"230321082","12/10/2023 0:00","12/9/2023 0:00","2200","3","Southwest","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","W","5500    BLACKWELDER                  ST","34.0287","-118.3641"
"230126017","12/10/2023 0:00","12/10/2023 0:00","915","1","Central","624","BATTERY - SIMPLE ASSAULT","40","F","B","6TH","34.0435","-118.2471"
"230718265","12/10/2023 0:00","12/8/2023 0:00","2305","7","Wilshire","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","26","M","H","900    ALANDELE                     AV","34.0591","-118.3582"
"230618818","12/10/2023 0:00","12/10/2023 0:00","1000","6","Hollywood","510","VEHICLE - STOLEN","0","","","900 N  HUDSON                       AV","34.0871","-118.3321"
"230618807","12/10/2023 0:00","12/10/2023 0:00","800","6","Hollywood","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","64","M","W","1600 N  CAHUENGA                     BL","34.0998","-118.3295"
"230817922","12/10/2023 0:00","11/30/2023 0:00","100","8","West LA","624","BATTERY - SIMPLE ASSAULT","37","M","W","12100 W  PICO                         BL","34.0341","-118.4525"
"230126035","12/10/2023 0:00","12/10/2023 0:00","800","1","Central","350","THEFT, PERSON","32","F","H","600 N  MAIN                         ST","34.0572","-118.2388"
"230718280","12/10/2023 0:00","12/6/2023 0:00","1450","7","Wilshire","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","60","M","W","400 N  FULLER                       AV","34.0783","-118.3498"
"230222418","12/10/2023 0:00","12/10/2023 0:00","1730","2","Rampart","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","18","F","H","7TH                          ST","34.0565","-118.2768"
"230415215","12/10/2023 0:00","12/8/2023 0:00","730","4","Hollenbeck","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","X","X","1700    INDUSTRIAL                   WY","34.0141","-118.2069"
"230718214","12/10/2023 0:00","12/8/2023 0:00","1101","7","Wilshire","440","THEFT PLAIN - PETTY ($950 & UNDER)","31","M","B","1500    3RD                          AV","34.0454","-118.3201"
"230415202","12/10/2023 0:00","12/9/2023 0:00","30","4","Hollenbeck","510","VEHICLE - STOLEN","0","","","3400    PERCY                        ST","34.0286","-118.1996"
"230817876","12/10/2023 0:00","12/10/2023 0:00","300","8","West LA","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0","X","X","1300 S  SEPULVEDA                    BL","34.0489","-118.4454"
"230817919","12/10/2023 0:00","12/10/2023 0:00","1428","8","West LA","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","10200    SANTA MONICA                 BL","34.0611","-118.4184"
"230222381","12/10/2023 0:00","12/10/2023 0:00","100","2","Rampart","624","BATTERY - SIMPLE ASSAULT","30","M","H","900 S  LAKE                         ST","34.0539","-118.2799"
"230126003","12/10/2023 0:00","12/10/2023 0:00","930","1","Central","624","BATTERY - SIMPLE ASSAULT","41","M","H","7TH","34.0445","-118.2523"
"230125974","12/10/2023 0:00","12/10/2023 0:00","230","1","Central","330","BURGLARY FROM VEHICLE","31","M","B","17TH                         ST","34.034","-118.2651"
"230126022","12/10/2023 0:00","12/10/2023 0:00","800","1","Central","330","BURGLARY FROM VEHICLE","27","M","H","700 S  LOS ANGELES                  ST","34.0432","-118.2504"
"230126051","12/10/2023 0:00","12/8/2023 0:00","1700","1","Central","888","TRESPASSING","0","X","X","00    GATEWAY PLZ","34.0547","-118.2335"
"230415229","12/10/2023 0:00","12/10/2023 0:00","2000","4","Hollenbeck","626","INTIMATE PARTNER - SIMPLE ASSAULT","26","M","H","3100 E  4TH                          ST","34.0357","-118.2009"
"230618812","12/10/2023 0:00","12/10/2023 0:00","5","6","Hollywood","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","BEACHWOOD                    DR","34.1227","-118.3181"
"230321084","12/10/2023 0:00","12/10/2023 0:00","205","3","Southwest","310","BURGLARY","22","X","X","3700    CRENSHAW                     BL","34.0199","-118.3351"
"230516724","12/10/2023 0:00","12/10/2023 0:00","1","5","Harbor","753","DISCHARGE FIREARMS/SHOTS FIRED","0","X","X","100 W  D                            ST","33.7742","-118.262"
"230718282","12/10/2023 0:00","12/10/2023 0:00","500","7","Wilshire","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","31","M","H","1200 S  RIDGELEY                     DR","34.0536","-118.3539"
"230321092","12/10/2023 0:00","12/10/2023 0:00","755","3","Southwest","626","INTIMATE PARTNER - SIMPLE ASSAULT","0","","","1200    ROLLAND CURTIS               PL","34.0164","-118.298"
"230516739","12/10/2023 0:00","12/10/2023 0:00","1807","5","Harbor","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","200 E  PACIFIC COAST                HY","33.798","-118.2604"
"231116691","12/10/2023 0:00","12/5/2023 0:00","1700","11","Northeast","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","30","F","W","1300    ALLESANDRO                   ST","34.0795","-118.2636"
"230126009","12/10/2023 0:00","12/10/2023 0:00","1125","1","Central","624","BATTERY - SIMPLE ASSAULT","32","M","W","500 N  LOS ANGELES                  ST","34.056","-118.2386"
"230126013","12/10/2023 0:00","12/9/2023 0:00","1700","1","Central","510","VEHICLE - STOLEN","0","","","VENICE                       BL","34.037","-118.2688"
"230718273","12/10/2023 0:00","12/10/2023 0:00","648","7","Wilshire","440","THEFT PLAIN - PETTY ($950 & UNDER)","40","M","W","400 N  KILKEA                       DR","34.0782","-118.3669"
"230321059","12/10/2023 0:00","12/2/2023 0:00","500","3","Southwest","510","VEHICLE - STOLEN","0","","","42ND                         ST","34.0073","-118.2959"
"230718279","12/10/2023 0:00","12/9/2023 0:00","1200","7","Wilshire","440","THEFT PLAIN - PETTY ($950 & UNDER)","63","M","W","700 N  ALFRED                       ST","34.0836","-118.3753"
"230222390","12/10/2023 0:00","12/10/2023 0:00","110","2","Rampart","888","TRESPASSING","29","M","H","300 S  WESTLAKE                     AV","34.0625","-118.2715"
"230401686","12/10/2023 0:00","12/10/2023 0:00","940","4","Hollenbeck","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0","X","X","MISSION                      RD","34.0479","-118.2277"
"230718254","12/10/2023 0:00","12/9/2023 0:00","1800","7","Wilshire","510","VEHICLE - STOLEN","0","","","CLINTON                      ST","34.0816","-118.3272"
"230126020","12/10/2023 0:00","12/9/2023 0:00","2150","1","Central","330","BURGLARY FROM VEHICLE","24","M","F","500 E  3RD                          ST","34.0463","-118.2402"
"230618831","12/10/2023 0:00","12/10/2023 0:00","330","6","Hollywood","626","INTIMATE PARTNER - SIMPLE ASSAULT","0","","","6700    SELMA                        AV","34.0997","-118.3363"
"230718253","12/10/2023 0:00","12/10/2023 0:00","800","7","Wilshire","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","38","F","W","PICO","34.0478","-118.347"
"230516715","12/10/2023 0:00","12/10/2023 0:00","14","5","Harbor","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","46","F","H","11TH                         ST","33.7342","-118.2814"
"230718237","12/10/2023 0:00","12/9/2023 0:00","2100","7","Wilshire","626","INTIMATE PARTNER - SIMPLE ASSAULT","22","F","H","5100    VENICE                       BL","34.0453","-118.3508"
"230222422","12/10/2023 0:00","12/10/2023 0:00","230","2","Rampart","888","TRESPASSING","0","X","X","2700    WILSHIRE                     BL","34.0609","-118.2823"
"230516730","12/10/2023 0:00","12/10/2023 0:00","1300","5","Harbor","510","VEHICLE - STOLEN","60","M","H","1700 N  WILMINGTON                   BL","33.7897","-118.2787"
"230126030","12/10/2023 0:00","12/10/2023 0:00","1630","1","Central","626","INTIMATE PARTNER - SIMPLE ASSAULT","53","F","H","7TH","34.0442","-118.2519"
"230500940","12/10/2023 0:00","12/10/2023 0:00","1800","5","Harbor","624","BATTERY - SIMPLE ASSAULT","39","M","W","800 W  UPLAND                       AV","33.7503","-118.2945"
"230222413","12/10/2023 0:00","12/10/2023 0:00","1445","2","Rampart","624","BATTERY - SIMPLE ASSAULT","46","M","H","BONNIE BRAE","34.0619","-118.2702"
"230718277","12/10/2023 0:00","12/7/2023 0:00","1900","7","Wilshire","310","BURGLARY","52","F","B","1500 S  ORANGE GROVE                 AV","34.0495","-118.366"
"230718302","12/10/2023 0:00","12/10/2023 0:00","1400","7","Wilshire","330","BURGLARY FROM VEHICLE","25","F","O","100    THE GROVE                    DR","34.0736","-118.3563"
"230222387","12/10/2023 0:00","12/10/2023 0:00","1","2","Rampart","510","VEHICLE - STOLEN","0","","","500 N  BENTON                       WY","34.0753","-118.2742"
"230415222","12/10/2023 0:00","12/10/2023 0:00","1630","4","Hollenbeck","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","27","M","H","ESPERANZA                    ST","34.0188","-118.201"
"230126044","12/10/2023 0:00","12/10/2023 0:00","1130","1","Central","624","BATTERY - SIMPLE ASSAULT","23","M","H","1000 W  8TH                          ST","34.0487","-118.2627"
"230321079","12/10/2023 0:00","12/9/2023 0:00","1905","3","Southwest","354","THEFT OF IDENTITY","43","M","H","1000 W  38TH                         ST","34.0169","-118.2915"
"230222432","12/10/2023 0:00","12/9/2023 0:00","2330","2","Rampart","626","INTIMATE PARTNER - SIMPLE ASSAULT","25","F","B","200    UNION                        PL","34.0618","-118.2654"
"230401685","12/10/2023 0:00","12/9/2023 0:00","1830","4","Hollenbeck","320","BURGLARY, ATTEMPTED","0","X","X","3300    WHITTIER                     BL","34.0289","-118.2036"
"230415221","12/10/2023 0:00","12/10/2023 0:00","2021","4","Hollenbeck","441","THEFT PLAIN - ATTEMPT","0","X","X","3600 E  OLYMPIC                      BL","34.0188","-118.2011"
"230222429","12/10/2023 0:00","12/10/2023 0:00","1730","2","Rampart","626","INTIMATE PARTNER - SIMPLE ASSAULT","30","M","H","500 S  RAMPART                      BL","34.0634","-118.2807"
"230516713","12/10/2023 0:00","12/10/2023 0:00","14","5","Harbor","110","CRIMINAL HOMICIDE","39","M","H","11TH                         ST","33.7342","-118.2814"
"230618808","12/10/2023 0:00","12/9/2023 0:00","2030","6","Hollywood","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","700 N  HUDSON                       AV","34.0835","-118.3321"
"230618813","12/10/2023 0:00","12/7/2023 0:00","730","6","Hollywood","510","VEHICLE - STOLEN","0","","","1200 N  KINGSLEY                     DR","34.0934","-118.3025"
"230126014","12/10/2023 0:00","12/9/2023 0:00","1347","1","Central","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","24","M","H","700 S  FIGUEROA                     ST","34.0483","-118.2631"
"230415211","12/10/2023 0:00","12/9/2023 0:00","1630","4","Hollenbeck","510","VEHICLE - STOLEN","0","","","3400    SIERRA                       ST","34.0849","-118.2002"
"230618839","12/10/2023 0:00","12/10/2023 0:00","300","6","Hollywood","210","ROBBERY","0","","","1000 N  CAHUENGA                     BL","34.0889","-118.3288"
"231421524","12/10/2023 0:00","12/6/2023 0:00","420","14","Pacific","510","VEHICLE - STOLEN","0","","","700    WORLD WY","33.9431","-118.401"
"230618815","12/10/2023 0:00","12/10/2023 0:00","100","6","Hollywood","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","25","M","O","7000    HOLLYWOOD                    BL","34.1015","-118.3417"
"230126059","12/10/2023 0:00","12/10/2023 0:00","1630","1","Central","624","BATTERY - SIMPLE ASSAULT","69","F","W","800 E  6TH                          ST","34.0408","-118.2428"
"230415218","12/10/2023 0:00","12/9/2023 0:00","2032","4","Hollenbeck","520","VEHICLE - ATTEMPT STOLEN","61","F","H","2400    MARENGO                      ST","34.0546","-118.2028"
"230516732","12/10/2023 0:00","12/10/2023 0:00","907","5","Harbor","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","200 E  PACIFIC COAST                HY","33.798","-118.2604"
"230618819","12/10/2023 0:00","12/10/2023 0:00","1655","6","Hollywood","888","TRESPASSING","0","X","X","6200    HOLLYWOOD                    BL","34.1016","-118.3246"
"230222382","12/10/2023 0:00","12/10/2023 0:00","640","2","Rampart","440","THEFT PLAIN - PETTY ($950 & UNDER)","43","F","B","600 S  ALVARADO                     ST","34.0595","-118.2749"
"230901175","12/10/2023 0:00","12/9/2023 0:00","1408","9","Van Nuys","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","14900    RAYMER                       ST","34.2131","-118.4584"
"230415216","12/10/2023 0:00","12/9/2023 0:00","430","4","Hollenbeck","330","BURGLARY FROM VEHICLE","33","M","W","200 N  MISSION                      RD","34.0497","-118.2275"
"230126096","12/10/2023 0:00","12/9/2023 0:00","855","1","Central","624","BATTERY - SIMPLE ASSAULT","0","","","FIGUEROA","34.0406","-118.268"
"230126026","12/10/2023 0:00","12/10/2023 0:00","1200","1","Central","330","BURGLARY FROM VEHICLE","26","F","K","800    TRACTION                     AV","34.0453","-118.236"
"230718268","12/10/2023 0:00","12/9/2023 0:00","1","7","Wilshire","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","23","M","O","5900    PICKFORD                     ST","34.0478","-118.3684"
"230718239","12/10/2023 0:00","12/9/2023 0:00","2100","7","Wilshire","626","INTIMATE PARTNER - SIMPLE ASSAULT","22","F","H","5100    VENICE                       BL","34.0453","-118.3508"
"230516714","12/10/2023 0:00","12/10/2023 0:00","14","5","Harbor","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","48","M","H","11TH                         ST","33.7342","-118.2814"
"230415220","12/10/2023 0:00","12/10/2023 0:00","2000","4","Hollenbeck","210","ROBBERY","18","M","H","2700 E  1ST                          ST","34.0421","-118.206"
"230516712","12/10/2023 0:00","12/9/2023 0:00","2300","5","Harbor","510","VEHICLE - STOLEN","0","","","1200    BAY VIEW                     AV","33.7867","-118.2705"
"230917313","12/10/2023 0:00","12/6/2023 0:00","1","9","Van Nuys","662","BUNCO, GRAND THEFT","0","X","X","14000    VENTURA                      BL","34.149","-118.4372"
"230516741","12/10/2023 0:00","12/7/2023 0:00","1400","5","Harbor","662","BUNCO, GRAND THEFT","39","M","W","1600 W  214TH                        ST","33.8345","-118.3065"
"230222419","12/10/2023 0:00","12/9/2023 0:00","1900","2","Rampart","624","BATTERY - SIMPLE ASSAULT","66","M","H","800 N  VERMONT                      AV","34.0859","-118.2917"
"230618811","12/10/2023 0:00","12/10/2023 0:00","300","6","Hollywood","510","VEHICLE - STOLEN","0","","","LA MIRADA","34.0939","-118.3068"
"230500938","12/10/2023 0:00","12/10/2023 0:00","330","5","Harbor","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","M","H","1500 W  208TH                        ST","33.8419","-118.3042"
"230516731","12/10/2023 0:00","12/2/2023 0:00","2015","5","Harbor","901","VIOLATION OF RESTRAINING ORDER","23","F","W","200 W  5TH                          ST","33.7403","-118.2814"
"230126042","12/10/2023 0:00","12/1/2023 0:00","1800","1","Central","310","BURGLARY","37","F","H","800 S  FLOWER                       ST","34.0473","-118.2601"
"230321080","12/10/2023 0:00","12/9/2023 0:00","2130","3","Southwest","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","48","F","H","2200 W  37TH                         PL","34.0203","-118.319"
"230222391","12/10/2023 0:00","12/9/2023 0:00","2230","2","Rampart","910","KIDNAPPING","21","F","H","1100    GLENDALE                     BL","34.0763","-118.2613"
"230718228","12/10/2023 0:00","12/9/2023 0:00","2200","7","Wilshire","626","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","H","1300 S  ORANGE                       DR","34.0507","-118.3459"
"230126029","12/10/2023 0:00","12/10/2023 0:00","1500","1","Central","510","VEHICLE - STOLEN","0","","","500 N  FIGUEROA                     ST","34.0615","-118.247"
"230126011","12/10/2023 0:00","12/10/2023 0:00","1100","1","Central","510","VEHICLE - STOLEN","0","","","18TH                         ST","34.0333","-118.2657"
"230401687","12/10/2023 0:00","12/10/2023 0:00","1920","4","Hollenbeck","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","37","M","H","3400 E  4TH                          ST","34.034","-118.1969"
"230817920","12/10/2023 0:00","12/9/2023 0:00","2145","8","West LA","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","34","M","H","1700    GRANVILLE                    AV","34.0403","-118.456"
"230126052","12/10/2023 0:00","12/10/2023 0:00","2100","1","Central","624","BATTERY - SIMPLE ASSAULT","23","M","B","800 N  ALAMEDA                      ST","34.0561","-118.2375"
"230718258","12/10/2023 0:00","12/9/2023 0:00","2110","7","Wilshire","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","1300 S  LA BREA                      AV","34.0501","-118.3442"
"230718240","12/10/2023 0:00","12/10/2023 0:00","450","7","Wilshire","510","VEHICLE - STOLEN","0","","","400 S  LE DOUX                      RD","34.0718","-118.3774"
"230516749","12/10/2023 0:00","12/10/2023 0:00","330","5","Harbor","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0","F","H","1500 W  208TH                        ST","33.8419","-118.3042"
"230817921","12/10/2023 0:00","12/7/2023 0:00","500","8","West LA","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","20","M","H","REYNIER                      AV","34.0377","-118.3852"
"230126041","12/10/2023 0:00","12/3/2023 0:00","1100","1","Central","310","BURGLARY","41","F","W","600 S  GRAND                        AV","34.0487","-118.2553"
"230222437","12/10/2023 0:00","12/10/2023 0:00","2230","2","Rampart","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0","M","B","VERMONT","34.0785","-118.2917"
"230516737","12/10/2023 0:00","12/10/2023 0:00","1","5","Harbor","510","VEHICLE - STOLEN","0","","","800    CRISTOBAL                    AV","33.7811","-118.2428"
"230500939","12/10/2023 0:00","12/10/2023 0:00","2030","5","Harbor","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","X","X","200 E  PACIFIC COAST                HY","33.798","-118.2604"
"230516736","12/10/2023 0:00","12/10/2023 0:00","1455","5","Harbor","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","24","M","H","1700 W  ANAHEIM                      ST","33.7862","-118.2908"
"230718252","12/10/2023 0:00","12/9/2023 0:00","700","7","Wilshire","510","VEHICLE - STOLEN","0","","","1700    BUCKINGHAM                   RD","34.0438","-118.3342"
"230222384","12/10/2023 0:00","12/9/2023 0:00","1000","2","Rampart","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","300 S  LA FAYETTE PARK              PL","34.0671","-118.2806"
"230201161","12/10/2023 0:00","12/10/2023 0:00","1355","2","Rampart","210","ROBBERY","28","M","H","600 S  ALVARADO                     ST","34.0595","-118.2749"
"230718286","12/10/2023 0:00","12/10/2023 0:00","2007","7","Wilshire","440","THEFT PLAIN - PETTY ($950 & UNDER)","22","X","X","100    THE GROVE                    DR","34.0736","-118.3563"
"230222395","12/10/2023 0:00","11/28/2023 0:00","900","2","Rampart","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","X","X","1800 W  7TH                          ST","34.055","-118.2735"
"230222412","12/10/2023 0:00","12/9/2023 0:00","2110","2","Rampart","520","VEHICLE - ATTEMPT STOLEN","26","F","B","2500 W  5TH                          ST","34.0632","-118.2771"
"230126058","12/10/2023 0:00","12/10/2023 0:00","2008","1","Central","626","INTIMATE PARTNER - SIMPLE ASSAULT","69","M","W","1000    FIGUEROA                     TR","34.0684","-118.2449"
"230126010","12/10/2023 0:00","12/10/2023 0:00","1125","1","Central","624","BATTERY - SIMPLE ASSAULT","46","M","H","500 N  LOS ANGELES                  ST","34.056","-118.2386"
"230126007","12/10/2023 0:00","12/9/2023 0:00","1930","1","Central","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","H","400 E  3RD                          ST","34.0473","-118.2425"
"230618814","12/10/2023 0:00","12/10/2023 0:00","1400","6","Hollywood","946","OTHER MISCELLANEOUS CRIME","0","X","X","2100    FERN DELL                    PL","34.108","-118.3093"
"230126055","12/10/2023 0:00","12/10/2023 0:00","2145","1","Central","761","BRANDISH WEAPON","35","F","B","1300 S  HOPE                         ST","34.0395","-118.2657"
"230718274","12/10/2023 0:00","11/28/2023 0:00","1912","7","Wilshire","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","400 S  LA BREA                      AV","34.0669","-118.3456"
"230500937","12/10/2023 0:00","12/9/2023 0:00","1700","5","Harbor","310","BURGLARY","45","F","O","300 W  12TH                         ST","33.7333","-118.2836"
"230222452","12/10/2023 0:00","8/23/2023 0:00","500","2","Rampart","330","BURGLARY FROM VEHICLE","0","","","BEVERLY                      BL","34.0697","-118.2779"
"230222379","12/10/2023 0:00","12/10/2023 0:00","45","2","Rampart","626","INTIMATE PARTNER - SIMPLE ASSAULT","35","F","O","1300    TOBERMAN                     ST","34.0442","-118.2759"
"230100908","12/10/2023 0:00","12/10/2023 0:00","2038","1","Central","946","OTHER MISCELLANEOUS CRIME","0","X","X","7TH","34.0442","-118.2519"
"230618841","12/10/2023 0:00","12/10/2023 0:00","2025","6","Hollywood","888","TRESPASSING","0","","","6200    HOLLYWOOD                    BL","34.1016","-118.3246"
"230126012","12/10/2023 0:00","12/9/2023 0:00","2000","1","Central","510","VEHICLE - STOLEN","0","","","800 S  OLIVE                        ST","34.0452","-118.2569"
"230126108","12/10/2023 0:00","12/10/2023 0:00","1100","1","Central","624","BATTERY - SIMPLE ASSAULT","0","","","300 S  FIGUEROA                     ST","34.0542","-118.2566"
"230201160","12/10/2023 0:00","12/10/2023 0:00","230","2","Rampart","624","BATTERY - SIMPLE ASSAULT","28","M","H","900 S  LAKE                         ST","34.0539","-118.2799"
"230618847","12/11/2023 0:00","12/10/2011 0:00","2300","6","Hollywood","624","BATTERY - SIMPLE ASSAULT","48","M","B","1200 N  ORANGE                       DR","34.0926","-118.3416"
"230126120","12/11/2023 0:00","12/11/2016 0:00","1935","1","Central","354","THEFT OF IDENTITY","27","M","B","1200 S  FIGUEROA                     ST","34.0419","-118.2669"
"231820680","12/11/2023 0:00","12/11/2023 0:00","1730","18","Southeast","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","54","F","B","300 E  120TH                        ST","33.9237","-118.2696"
"231116751","12/11/2023 0:00","12/11/2023 0:00","1520","11","Northeast","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","28","M","H","1400    ALLESANDRO                   ST","34.081","-118.2627"
"231820656","12/11/2023 0:00","11/29/2023 0:00","1800","18","Southeast","235","CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT","12","F","W","ORCHARD","33.8926","-118.2874"
"231917670","12/11/2023 0:00","12/11/2023 0:00","30","19","Mission","626","INTIMATE PARTNER - SIMPLE ASSAULT","23","M","H","13600    CANTARA                      ST","34.2198","-118.4288"
"231917718","12/11/2023 0:00","12/11/2023 0:00","1125","19","Mission","662","BUNCO, GRAND THEFT","27","F","H","14600    PARTHENIA                    ST","34.2271","-118.4503"
"231421669","12/11/2023 0:00","12/11/2023 0:00","2010","14","Pacific","310","BURGLARY","47","F","B","8500    READING                      AV","33.9615","-118.3821"
"231116746","12/11/2023 0:00","12/5/2023 0:00","2200","11","Northeast","330","BURGLARY FROM VEHICLE","38","F","W","1800    HILLHURST                    AV","34.1036","-118.2874"
"230917319","12/11/2023 0:00","12/8/2023 0:00","1930","9","Van Nuys","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0","","","5100    WOODMAN                      AV","34.1603","-118.4399"
"230917334","12/11/2023 0:00","12/8/2023 0:00","653","9","Van Nuys","320","BURGLARY, ATTEMPTED","50","M","H","15300    SHERMAN                      WY","34.2012","-118.4725"
"232019390","12/11/2023 0:00","11/26/2023 0:00","826","20","Olympic","440","THEFT PLAIN - PETTY ($950 & UNDER)","41","F","F","100 S  HOOVER                       ST","34.0728","-118.2878"
"231718943","12/11/2023 0:00","12/7/2023 0:00","1530","17","Devonshire","624","BATTERY - SIMPLE ASSAULT","64","M","O","20400    ABERDEEN                     LN","34.2827","-118.5782"
"231719050","12/11/2023 0:00","12/11/2023 0:00","1930","17","Devonshire","330","BURGLARY FROM VEHICLE","36","F","H","20000    RINALDI                      ST","34.2756","-118.5702"
"231820663","12/11/2023 0:00","12/10/2023 0:00","1500","18","Southeast","626","INTIMATE PARTNER - SIMPLE ASSAULT","36","F","B","108TH                        ST","33.9383","-118.2609"
"232117535","12/11/2023 0:00","12/10/2023 0:00","2300","21","Topanga","510","VEHICLE - STOLEN","0","","","21500    ROSCOE                       BL","34.2239","-118.6017"
