DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,LAT,LON
231718733,12/05/2023 12:00:00 AM,12/03/2023 12:00:00 AM,1400,17,Devonshire,480,BIKE - STOLEN,64,M,W,PETIT                        AV,34.2647,-118.4979
231518571,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1510,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,F,H,12300    MAGNOLIA                     BL,34.1649,-118.4009
231917447,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1500,19,Mission,440,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,13400    OSCAR                        ST,34.3214,-118.4251
230125643,12/05/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1500,01,Central,510,VEHICLE - STOLEN,0,,,400    SOLANO                       AV,34.071,-118.2302
231917435,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1145,19,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,F,H,SYLMAR                       AV,34.2197,-118.4468
231016818,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1800,10,West Valley,310,BURGLARY,0,M,W,7300    CANBY                        AV,34.203,-118.5348
231820383,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1520,18,Southeast,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,16,F,B,90TH                         ST,33.9467,-118.2871
230320863,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,2200,03,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,F,X,1300 W  40TH                         PL,34.0099,-118.298
231224333,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1000,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,39,F,B,7300 S  WESTERN                      AV,33.9737,-118.309
230415067,12/05/2023 12:00:00 AM,09/13/2023 12:00:00 AM,1027,04,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,2200 E  7TH                          ST,34.0344,-118.225
230516544,12/05/2023 12:00:00 AM,11/25/2023 12:00:00 AM,2300,05,Harbor,510,VEHICLE - STOLEN,0,,,25TH                         ST,33.7136,-118.2904
230917121,12/05/2023 12:00:00 AM,11/28/2023 12:00:00 AM,2040,09,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,M,W,14800    VENTURA                      BL,34.1547,-118.453
231501193,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0430,15,N Hollywood,946,OTHER MISCELLANEOUS CRIME,0,X,X,VICTORY                      BL,34.1867,-118.4053
231116502,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0840,11,Northeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2000 N  FIGUEROA                     ST,34.0884,-118.2258
230125668,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1905,01,Central,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,38,M,X,1000 S  FIGUEROA                     ST,34.0457,-118.2665
231917439,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1400,19,Mission,624,BATTERY - SIMPLE ASSAULT,61,M,O,15200    KNAPP                        ST,34.238,-118.4632
231224318,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0300,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,B,2000 W  54TH                         ST,33.9932,-118.3139
231614690,12/05/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1400,16,Foothill,354,THEFT OF IDENTITY,42,M,H,10500    EL DORADO                    AV,34.2609,-118.4196
231116486,12/05/2023 12:00:00 AM,11/09/2023 12:00:00 AM,2335,11,Northeast,330,BURGLARY FROM VEHICLE,28,M,O,4400    KINGSWELL                    AV,34.1027,-118.2852
230618640,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0900,06,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,M,B,1100 N  MCCADDEN                     PL,34.0907,-118.3374
230222153,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1825,02,Rampart,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,1600    WILSHIRE                     BL,34.0554,-118.2702
230320867,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0815,03,Southwest,443,SHOPLIFTING - ATTEMPT,22,X,X,500 W  VERNON                       AV,34.0074,-118.285
231718769,12/05/2023 12:00:00 AM,12/03/2023 12:00:00 AM,2000,17,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),75,F,O,10500    DANUBE                       AV,34.2617,-118.4742
230917118,12/05/2023 12:00:00 AM,10/07/2023 12:00:00 AM,2000,09,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",71,M,H,5200    BUFFALO                      AV,34.165,-118.4301
230320790,12/05/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1345,03,Southwest,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,F,H,4900    COLISEUM                     ST,34.0183,-118.3521
231401435,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2230,14,Pacific,354,THEFT OF IDENTITY,0,X,X,7400    LA TIJERA                    BL,33.9706,-118.3794
231016847,12/05/2023 12:00:00 AM,11/17/2023 12:00:00 AM,0800,10,West Valley,440,THEFT PLAIN - PETTY ($950 & UNDER),0,M,W,6300    BALBOA                       BL,34.1841,-118.5011
231116493,12/05/2023 12:00:00 AM,12/02/2023 12:00:00 AM,2200,11,Northeast,330,BURGLARY FROM VEHICLE,58,M,W,4500    LEXINGTON                    AV,34.0935,-118.2866
231224332,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1000,12,77th Street,210,ROBBERY,46,F,H,10200 S  WESTERN                      AV,33.9438,-118.309
230917104,12/05/2023 12:00:00 AM,11/28/2023 12:00:00 AM,1655,09,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),32,M,W,14500    SHERMAN CIR,34.1994,-118.4493
231224379,12/05/2023 12:00:00 AM,11/20/2023 12:00:00 AM,1533,12,77th Street,649,DOCUMENT FORGERY / STOLEN FELONY,0,X,X,800 W  58TH                         ST,33.9897,-118.2871
231718726,12/05/2023 12:00:00 AM,12/02/2023 12:00:00 AM,0300,17,Devonshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,H,TAMPA                        AV,34.2355,-118.5536
231224340,12/05/2023 12:00:00 AM,10/10/2023 12:00:00 AM,1500,12,77th Street,510,VEHICLE - STOLEN,0,,,5800 S  WILTON                       PL,33.9891,-118.3148
230320798,12/05/2023 12:00:00 AM,09/09/2023 12:00:00 AM,0001,03,Southwest,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,22,X,X,1500 W  MARTIN LUTHER KING JR        BL,34.0108,-118.3135
230718034,12/05/2023 12:00:00 AM,12/01/2023 12:00:00 AM,0900,07,Wilshire,664,"BUNCO, PETTY THEFT",68,M,B,2200    THURMAN                      AV,34.0379,-118.3664
231116496,12/05/2023 12:00:00 AM,11/30/2023 12:00:00 AM,1723,11,Northeast,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,2000 N  FIGUEROA                     ST,34.0884,-118.2258
231421334,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0357,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),29,M,H,5800 W  CENTINELA                    AV,33.9764,-118.3817
230222158,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0900,02,Rampart,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,F,W,300 N  VERMONT                      AV,34.0777,-118.2961
231421302,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1600,14,Pacific,310,BURGLARY,51,F,A,3300    ROSEWOOD                     AV,34.0086,-118.449
230618638,12/05/2023 12:00:00 AM,12/03/2023 12:00:00 AM,1600,06,Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,66,M,W,HOLLYWOOD,34.1016,-118.3374
231116500,12/05/2023 12:00:00 AM,12/02/2023 12:00:00 AM,2105,11,Northeast,440,THEFT PLAIN - PETTY ($950 & UNDER),31,F,W,LINCOLN,34.1236,-118.2214
230618625,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1400,06,Hollywood,888,TRESPASSING,0,X,X,6800    HOLLYWOOD                    BL,34.1016,-118.3387
230415056,12/05/2023 12:00:00 AM,02/01/2023 12:00:00 AM,1200,04,Hollenbeck,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),13,F,H,800    FOREST                       AV,34.0489,-118.199
230126085,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1830,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,700 S  FIGUEROA                     ST,34.0483,-118.2631
231421592,12/05/2023 12:00:00 AM,03/28/2023 12:00:00 AM,1800,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,M,B,400    WORLD                        WY,33.9455,-118.4
230125675,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1300,01,Central,330,BURGLARY FROM VEHICLE,35,M,W,1200 S  FIGUEROA                     ST,34.0419,-118.2669
231016830,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1800,10,West Valley,860,BATTERY WITH SEXUAL CONTACT,14,F,W,17500    LORNE                        ST,34.2172,-118.5143
230126072,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1400,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,H,700 S  FIGUEROA                     ST,34.0483,-118.2631
231917443,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1837,19,Mission,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,F,H,13700    ASTORIA                      ST,34.3181,-118.4313
231614699,12/05/2023 12:00:00 AM,07/24/2023 12:00:00 AM,0830,16,Foothill,440,THEFT PLAIN - PETTY ($950 & UNDER),38,F,H,10000    OLIVIA TERRACE,34.2201,-118.3489
230222148,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1840,02,Rampart,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,1600    WILSHIRE                     BL,34.0554,-118.2702
231421454,12/05/2023 12:00:00 AM,12/03/2023 12:00:00 AM,1855,14,Pacific,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,8600 S  SEPULVEDA                    BL,33.9579,-118.402
230618601,12/05/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1500,06,Hollywood,510,VEHICLE - STOLEN,0,,,800 N  EL CENTRO                    AV,34.0853,-118.3244
230618649,12/06/2023 12:00:00 AM,08/01/2020 12:00:00 AM,0001,06,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,B,1600    COSMO                        ST,34.0998,-118.3288
231016859,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,2000,10,West Valley,510,VEHICLE - STOLEN,0,,,17700    LULL                         ST,34.2096,-118.5197
230516661,12/06/2023 12:00:00 AM,01/01/2022 12:00:00 AM,1855,05,Harbor,354,THEFT OF IDENTITY,20,M,H,1000 W  D                            ST,33.7735,-118.2737
231820417,12/06/2023 12:00:00 AM,01/03/2022 12:00:00 AM,0001,18,Southeast,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,X,X,100 W  108TH                        ST,33.9401,-118.2761
231321836,12/06/2023 12:00:00 AM,06/01/2022 12:00:00 AM,0005,13,Newton,940,EXTORTION,13,M,G,100 E  51ST                         ST,33.9965,-118.274
231116557,12/06/2023 12:00:00 AM,04/01/2022 12:00:00 AM,1200,11,Northeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,F,W,400 W  RIVERSIDE                    DR,34.1586,-118.2966
230917163,12/06/2023 12:00:00 AM,10/24/2022 12:00:00 AM,0001,09,Van Nuys,354,THEFT OF IDENTITY,50,M,F,14900    DICKENS                      ST,34.1512,-118.4581
231518593,12/06/2023 12:00:00 AM,06/02/2022 12:00:00 AM,2100,15,N Hollywood,121,"RAPE, FORCIBLE",27,F,W,5600    BELLINGHAM                   AV,34.1721,-118.3987
230718198,12/06/2023 12:00:00 AM,07/27/2022 12:00:00 AM,1345,07,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,X,X,6200 W  3RD                          ST,34.0708,-118.3563
231718868,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1320,17,Devonshire,310,BURGLARY,77,F,W,16300    SAN JOSE                     ST,34.261,-118.4874
231614729,12/06/2023 12:00:00 AM,05/01/2022 12:00:00 AM,0600,16,Foothill,946,OTHER MISCELLANEOUS CRIME,14,M,H,10600    PLAINVIEW                    AV,34.2606,-118.2979
231321655,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2100,13,Newton,510,VEHICLE - STOLEN,0,,,1300 E  58TH                         ST,33.9902,-118.2521
230222201,12/06/2023 12:00:00 AM,12/03/2022 12:00:00 AM,0800,02,Rampart,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",17,M,W,2900    BELLEVUE                     AV,34.0804,-118.275
231421284,12/06/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1000,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,00    LMU                          DR,33.9655,-118.4247
231116567,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1220,11,Northeast,623,BATTERY POLICE (SIMPLE),0,M,H,7300 N  FIGUEROA                     ST,34.1359,-118.1885
230817775,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1906,08,West LA,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,1800    LA CIENEGA                   BL,34.0425,-118.3818
230125734,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1515,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,600 S  MAIN                         ST,34.0453,-118.2499
231224427,12/06/2023 12:00:00 AM,12/03/2023 12:00:00 AM,0925,12,77th Street,354,THEFT OF IDENTITY,35,F,X,6600    CRENSHAW                     BL,33.9793,-118.3309
230618651,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1200,06,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,F,H,LA BREA,34.1016,-118.3452
231718862,12/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,0300,17,Devonshire,310,BURGLARY,82,M,W,10900    KEY WEST                     AV,34.2685,-118.5537
232117373,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1200,21,Topanga,354,THEFT OF IDENTITY,55,M,W,7400    BERNADINE                    AV,34.2054,-118.6385
231701424,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1440,17,Devonshire,761,BRANDISH WEAPON,25,F,H,8500    DE SOTO                      AV,34.2246,-118.5885
231421376,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1115,14,Pacific,121,"RAPE, FORCIBLE",35,F,W,LINCOLN                      BL,33.9955,-118.4556
231016888,12/06/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1430,10,West Valley,354,THEFT OF IDENTITY,24,M,O,17500    WEDDINGTON                   ST,34.1667,-118.5142
231421319,12/06/2023 12:00:00 AM,12/03/2023 12:00:00 AM,1900,14,Pacific,310,BURGLARY,47,M,W,4000    ALLA                         RD,33.9933,-118.4388
230917166,12/06/2023 12:00:00 AM,12/03/2023 12:00:00 AM,1650,09,Van Nuys,354,THEFT OF IDENTITY,34,F,O,14700    ERWIN                        ST,34.1839,-118.4605
231718804,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1640,17,Devonshire,624,BATTERY - SIMPLE ASSAULT,76,F,H,10400    VASSAR                       AV,34.2599,-118.6048
230222324,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2315,02,Rampart,330,BURGLARY FROM VEHICLE,25,M,W,4000    SANTA MONICA                 BL,34.0925,-118.2804
231718747,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0930,17,Devonshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,16300    RAYEN                        ST,34.232,-118.4873
231224464,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,2100,12,77th Street,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,9,F,B,6100    8TH                          AV,33.9821,-118.3318
232117363,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0230,21,Topanga,510,VEHICLE - STOLEN,0,,,7800    ALABAMA                      AV,34.2119,-118.5994
231116609,12/06/2023 12:00:00 AM,11/10/2023 12:00:00 AM,1500,11,Northeast,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",33,F,H,1600    ISABEL                       ST,34.0996,-118.2301
231614740,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1900,16,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60,M,H,9600    HADDON                       AV,34.2455,-118.4177
230817762,12/06/2023 12:00:00 AM,12/02/2023 12:00:00 AM,1000,08,West LA,330,BURGLARY FROM VEHICLE,31,F,H,1700    WILLROGERSSTATEPARK          RD,34.0398,-118.5608
230222271,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1230,02,Rampart,888,TRESPASSING,0,X,X,600 S  ALVARADO                     ST,34.0595,-118.2749
230125727,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0500,01,Central,761,BRANDISH WEAPON,21,F,B,900 S  FIGUEROA                     ST,34.0462,-118.2628
230917141,12/06/2023 12:00:00 AM,11/26/2023 12:00:00 AM,1300,09,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,CEDROS,34.1809,-118.4531
231820454,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2355,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,B,200 W  93RD                         ST,33.956,-118.2772
231016886,12/06/2023 12:00:00 AM,12/02/2023 12:00:00 AM,1233,10,West Valley,624,BATTERY - SIMPLE ASSAULT,4,F,W,18700    BURBANK                      BL,34.1724,-118.5407
231917500,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,0230,19,Mission,330,BURGLARY FROM VEHICLE,27,M,H,13300    EBELL                        ST,34.219,-118.4247
231116562,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2300,11,Northeast,510,VEHICLE - STOLEN,0,,,300 N  AVENUE 59,34.1152,-118.1898
230618664,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2030,06,Hollywood,946,OTHER MISCELLANEOUS CRIME,66,M,W,HOLLYWOOD,34.1016,-118.3374
231421345,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1600,14,Pacific,510,VEHICLE - STOLEN,0,,,4500    INGLEWOOD                    BL,33.9949,-118.4178
231518592,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2100,15,N Hollywood,510,VEHICLE - STOLEN,0,,,6900    LAUREL CANYON                BL,34.2003,-118.4002
230222203,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1600,02,Rampart,510,VEHICLE - STOLEN,0,,,500 S  BIXEL                        ST,34.0549,-118.2614
232117389,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2130,21,Topanga,330,BURGLARY FROM VEHICLE,38,F,W,6200    CANOGA                       AV,34.1828,-118.5974
230718066,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1100,07,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,M,B,2000    6TH                          AV,34.0387,-118.3237
231820441,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0900,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",71,F,B,500 W  109TH                        PL,33.9365,-118.2826
231224443,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1500,12,77th Street,310,BURGLARY,29,M,H,1700 W  60TH                         ST,33.9859,-118.3068
232018935,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1042,20,Olympic,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,M,H,1300 S  CATALINA                     ST,34.0473,-118.2947
231224392,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2100,12,77th Street,510,VEHICLE - STOLEN,0,,,1600 W  67TH                         ST,33.9785,-118.3047
231224452,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1700,12,77th Street,814,CHILD PORNOGRAPHY,13,F,B,7900 S  VERMONT                      AV,33.9611,-118.2917
230301084,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1445,03,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,X,X,1500 W  MARTIN LUTHER KING JR        BL,34.0108,-118.3135
231518567,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1905,15,N Hollywood,946,OTHER MISCELLANEOUS CRIME,0,X,X,11000    VICTORY                      BL,34.1867,-118.3703
231016883,12/06/2023 12:00:00 AM,11/03/2023 12:00:00 AM,1040,10,West Valley,354,THEFT OF IDENTITY,51,F,W,7400    RESEDA                       BL,34.2048,-118.536
231321647,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1800,13,Newton,510,VEHICLE - STOLEN,0,,,200 E  55TH                         ST,33.9924,-118.272
232117387,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1445,21,Topanga,330,BURGLARY FROM VEHICLE,51,F,F,CLARENDON                    ST,34.1686,-118.5952
231224405,12/06/2023 12:00:00 AM,11/29/2023 12:00:00 AM,1550,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,F,B,5400    CIMARRON                     ST,33.9932,-118.316
231321707,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1232,13,Newton,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,W,700 E  14TH                         PL,34.0312,-118.2551
230817786,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1630,08,West LA,310,BURGLARY,71,M,W,1200    RIMMER                       AV,34.0513,-118.527
231321675,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1800,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,F,B,54TH                         ST,33.9993,-118.2432
231116556,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2310,11,Northeast,520,VEHICLE - ATTEMPT STOLEN,47,M,H,5100    GRANADA                      ST,34.1101,-118.204
230222269,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1400,02,Rampart,888,TRESPASSING,0,X,X,600 S  ALVARADO                     ST,34.0595,-118.2749
230222398,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0900,02,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,M,B,1300    MARYLAND                     ST,34.0558,-118.2609
230415171,12/06/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1720,04,Hollenbeck,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,X,X,200    SAN FERNANDO                 RD,34.0762,-118.2224
230320899,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1630,03,Southwest,624,BATTERY - SIMPLE ASSAULT,0,M,B,3900    NICOLET                      AV,34.0163,-118.3507
230415099,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0845,04,Hollenbeck,510,VEHICLE - STOLEN,0,,,1900    MARENGO                      ST,34.0578,-118.2102
232117379,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0815,21,Topanga,480,BIKE - STOLEN,27,M,H,20900    VICTORY                      BL,34.1884,-118.5893
231614739,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1900,16,Foothill,510,VEHICLE - STOLEN,0,,,13200    KELOWNA                      ST,34.2503,-118.4202
232018873,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0150,20,Olympic,624,BATTERY - SIMPLE ASSAULT,26,F,H,900 S  OXFORD                       AV,34.0559,-118.3078
231518557,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1900,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",68,F,B,5400    FAIR                         AV,34.1681,-118.3743
230917176,12/06/2023 12:00:00 AM,10/29/2023 12:00:00 AM,1200,09,Van Nuys,354,THEFT OF IDENTITY,61,M,I,14300    BURBANK                      BL,34.1721,-118.4443
230125736,12/06/2023 12:00:00 AM,12/04/2023 12:00:00 AM,1515,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,37,M,H,100 W  7TH                          ST,34.0446,-118.2507
231518568,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1640,15,N Hollywood,510,VEHICLE - STOLEN,0,,,LANKERSHIM                   BL,34.2085,-118.3878
230222212,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,2000,02,Rampart,330,BURGLARY FROM VEHICLE,28,M,B,700 S  BIXEL                        ST,34.0509,-118.2642
230222243,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0005,02,Rampart,310,BURGLARY,42,M,H,600    ROBINSON                     ST,34.0788,-118.2801
230917161,12/06/2023 12:00:00 AM,11/14/2023 12:00:00 AM,1500,09,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,M,X,14900    MAGNOLIA                     BL,34.1684,-118.4586
231421478,12/06/2023 12:00:00 AM,11/27/2023 12:00:00 AM,0800,14,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),62,M,W,9700    AIRPORT                      BL,33.9472,-118.3909
230401670,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,0005,04,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,F,H,2100 E  2ND                          ST,34.044,-118.2143
231224454,12/06/2023 12:00:00 AM,12/03/2023 12:00:00 AM,2300,12,77th Street,330,BURGLARY FROM VEHICLE,35,F,B,4900 S  NORMANDIE                    AV,33.9988,-118.3002
231224448,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,1948,12,77th Street,753,DISCHARGE FIREARMS/SHOTS FIRED,0,X,X,68TH                         ST,33.9782,-118.2871
231421522,12/06/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0900,14,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),27,F,H,MAXELLA                      AV,33.9856,-118.4435
232018937,12/06/2023 12:00:00 AM,12/03/2023 12:00:00 AM,0220,20,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,4TH                          ST,34.0674,-118.2954
230320903,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1250,03,Southwest,310,BURGLARY,36,F,O,2700    CLYDE                        AV,34.0304,-118.3677
